pk_name,pk_address,pk_code,pk_type_cd,pk_type_nm,oper_se,oper_se_nm,phone,weekday_start,weekday_end,weekend_start,weekend_end,holi_start,holi_end,parking_space,fee_type,basic_fee,basic_time,extra_fee,extra_time,daily_max_fee,monthly_fee,latitude,longitude,coord_src,PRK_STTS_YN,PRK_STTS_NM,NOW_PRK_VHCL_CNT,NOW_PRK_VHCL_UPDT_TM,PAY_YN,PAY_YN_NM,NGHT_PAY_YN,NGHT_PAY_YN_NM,LHLDY_OPER_BGNG_TM,LHLDY_OPER_END_TM,LHLDY_CHGD_FREE_SE,LHLDY_CHGD_FREE_SE_NAME,PRD_AMT,STRT_PKLT_MNG_NO,BSC_PRK_CRG,BSC_PRK_HR,ADD_PRK_CRG,ADD_PRK_HR,BUS_BSC_PRK_CRG,BUS_BSC_PRK_HR,BUS_ADD_PRK_HR,BUS_ADD_PRK_CRG,DAY_MAX_CRG,SHRN_PKLT_MNG_NM,SHRN_PKLT_MNG_URL,SHRN_PKLT_YN,SHRN_PKLT_ETC,collected_at,최근접역명,최근접역호선,최근접역거리(m),역세권여부(500m이내),요금점수,면수점수,역세권점수,난이도점수,난이도등급,평일혼잡_00시,평일혼잡_01시,평일혼잡_02시,평일혼잡_03시,평일혼잡_04시,평일혼잡_05시,평일혼잡_06시,평일혼잡_07시,평일혼잡_08시,평일혼잡_09시,평일혼잡_10시,평일혼잡_11시,평일혼잡_12시,평일혼잡_13시,평일혼잡_14시,평일혼잡_15시,평일혼잡_16시,평일혼잡_17시,평일혼잡_18시,평일혼잡_19시,평일혼잡_20시,평일혼잡_21시,평일혼잡_22시,평일혼잡_23시,주말혼잡_00시,주말혼잡_01시,주말혼잡_02시,주말혼잡_03시,주말혼잡_04시,주말혼잡_05시,주말혼잡_06시,주말혼잡_07시,주말혼잡_08시,주말혼잡_09시,주말혼잡_10시,주말혼잡_11시,주말혼잡_12시,주말혼잡_13시,주말혼잡_14시,주말혼잡_15시,주말혼잡_16시,주말혼잡_17시,주말혼잡_18시,주말혼잡_19시,주말혼잡_20시,주말혼잡_21시,주말혼잡_22시,주말혼잡_23시
15-가600구간(구),강동구 명일동 583-0,1587380,NS,노상 주차장,1,시간제 주차장,,0000,2400,0000,0000,0000,0000,1,유료,500.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:31,,,,,10,30,0,40,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
공항2임시(구),강서구 공항동 703-0,1588311,NW,노외 주차장,1,시간제 주차장,,0000,0000,0000,0000,0000,0000,75,무료,,,,,7000.0,,37.5571722844546,126.816401160236,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:32,송정,5호선,593,N,0,20,24,44,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
양평2동청사 공영(구),영등포구 양평동4가 72-1,1588333,NW,노외 주차장,1,시간제 주차장,02-2677-1401,0000,2400,0000,2400,0000,2400,93,유료,250.0,5.0,250.0,5.0,,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:33,,,,,5,16,0,21,쉬움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
신월4동 공영주차장(시),양천구 신월동 411-1,1588341,NW,노외 주차장,1,시간제 주차장,02-2290-6311,0000,2400,0000,2400,0000,2400,46,유료,120.0,5.0,120.0,5.0,,80000.0,37.525643,126.837692,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),4.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,80000,,120.0,5.0,120.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:11:33,까치산,5호선,1045,N,2,27,0,29,쉬움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
법마을공영주차장(구),양천구 신정동 1018-3,1588346,NW,노외 주차장,3,시간제 + 거주자 주차장,,0000,2400,0000,2400,0000,2400,18,유료,50.0,5.0,50.0,5.0,,50000.0,37.5216379609995,126.860534301663,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:33,신정(은행정),5호선,535,N,1,30,28,59,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
서서울주차장(구),양천구 신월동 267-8,1588347,NW,노외 주차장,1,시간제 주차장,,0000,2400,0000,2400,0000,2400,70,유료,50.0,5.0,50.0,5.0,9000.0,50000.0,37.5281163581827,126.831899405793,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:34,까치산,5호선,1365,N,1,21,0,22,쉬움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
벚꽃길주차장(구),양천구 신정동 884-8,1588350,NW,노외 주차장,1,시간제 주차장,,0000,2400,0000,2400,0000,2400,33,유료,50.0,5.0,50.0,5.0,,50000.0,37.5275623681371,126.859968138183,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:35,신정(은행정),5호선,439,Y,1,29,30,60,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
마을마당주차장(구),양천구 신월동 129-6,1588356,NW,노외 주차장,3,시간제 + 거주자 주차장,,0000,2400,0000,2400,0000,2400,114,유료,50.0,5.0,50.0,5.0,,50000.0,37.5306199502357,126.83322098227,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:36,까치산,5호선,1194,N,1,15,0,16,쉬움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
신정7동 한사랑교회 주차장(구),양천구 신정동 324-11,1588358,NW,노외 주차장,1,시간제 주차장,02-2644-1386,0900,1900,0000,0000,0000,0000,125,유료,150.0,5.0,150.0,5.0,9000.0,,37.5148316129411,126.86015842912,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:36,양천구청,2호선,568,N,3,14,26,43,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
당곡주차장(구),양천구 신월동 482-11,1588359,NW,노외 주차장,1,시간제 주차장,,0000,2400,0000,2400,0000,2400,45,유료,50.0,5.0,50.0,5.0,,50000.0,37.5243700925689,126.845081819627,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:37,까치산,5호선,835,N,1,27,10,38,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
신우주차장(구),양천구 신월동 166-23,1588362,NW,노외 주차장,1,시간제 주차장,02-2644-1391,0000,2400,0000,2400,0000,2400,107,유료,50.0,5.0,50.0,5.0,,50000.0,37.5344399804899,126.828544032088,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:38,화곡,5호선,1312,N,1,15,0,16,쉬움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
신곡주차장(구),양천구 신월동 549-18,1588363,NW,노외 주차장,1,시간제 주차장,02-2644-1394,0000,2400,0000,2400,0000,2400,18,유료,100.0,5.0,100.0,5.0,,50000.0,37.5170519630421,126.841005910418,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:39,신정네거리,2호선,1103,N,2,30,0,32,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
곰달래주차장(구),양천구 신월동 226-9,1588364,NW,노외 주차장,1,시간제 주차장,,0000,2400,0000,2400,0000,2400,106,유료,50.0,5.0,50.0,5.0,,50000.0,37.529535765941,126.836044846967,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:40,까치산,5호선,970,N,1,15,2,18,쉬움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
다락골주차장(구),양천구 신정동 1158-1,1588367,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2644-1386,0000,2400,0000,2400,0000,2400,101,유료,50.0,5.0,50.0,5.0,,50000.0,37.5161376843009,126.849651445862,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:40,신정네거리,2호선,524,N,1,15,29,45,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
문화회관 지하 주차장(구),양천구 신정동 322-0,1588368,NW,노외 주차장,1,시간제 주차장,,0900,1900,0900,1900,0000,0000,93,유료,150.0,5.0,,,,70000.0,37.5165522891755,126.863262926377,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:41,양천구청,2호선,514,N,3,16,29,48,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
신정교주차장(구),양천구 신정동 871-3,1588371,NW,노외 주차장,1,시간제 주차장,,0000,0000,0000,0000,0000,0000,294,무료,,,,,,,37.5177723697679,126.878105865167,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:42,도림천,2호선,565,N,0,10,26,36,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
거주자노외주차장(구),성동구 송정동 72-242,1588885,NW,노외 주차장,2,거주자 우선 주차장,,0000,0000,0000,0000,0000,0000,67,유료,,,,,,,37.5532530527139,127.068437427658,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:43,어린이대공원(세종대),7호선,800,N,0,22,12,34,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용답 어울림 공영주차장(구),성동구 용답동 53-5,1588888,NW,노외 주차장,1,시간제 주차장,02-2204-7970,0000,2400,0000,2400,0000,2400,16,유료,250.0,5.0,,,,,37.5637030265419,127.051323893952,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:44,용답,2호선,204,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
금남시장 공영주차장(구),성동구 금호동3가 294-0,1588889,NW,노외 주차장,1,시간제 주차장,02-2204-7970,0000,2400,0000,2400,0000,2400,11,유료,200.0,5.0,,,,,37.5484360255557,127.023223487275,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:44,금호,3호선,650,N,4,30,21,55,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
마천동1(건축물식)(구),송파구 마천동 215-0,1588964,NW,노외 주차장,1,시간제 주차장,02-431-0166,0000,2400,0000,2400,0000,2400,215,유료,50.0,5.0,50.0,5.0,,60000.0,37.4954451359323,127.155492127629,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:45,마천,5호선,244,Y,1,12,30,43,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
장지동공영(체비지)(구),송파구 문정동 2-6,1589043,NW,노외 주차장,1,시간제 주차장,02-407-1500,0600,2100,0600,2100,0600,2100,101,유료,100.0,5.0,,,,50000.0,37.4910553649856,127.134871526944,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:46,개롱,5호선,781,N,2,15,13,30,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
송파파크데이 2단지입구앞(구),송파구 마천동 603-0,1589089,NW,노외 주차장,2,거주자 우선 주차장,,0000,0000,0000,0000,0000,0000,110,유료,,,,,,,37.4952738644426,127.157119141132,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:47,마천,5호선,384,Y,0,15,30,45,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
삼각지고가밑 공영주차장(시),용산구 문배동 12-1,1594991,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.53700171,126.9696933,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),9.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,0000,Y,유료,0,1117012200001,250.0,5.0,250.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:11:47,삼각지,6호선,416,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
압구정29길 노상공영 주차장(구),강남구 압구정동 453-0,1597176,NS,노상 주차장,1,시간제 주차장,02-2176-0907,0900,1900,0000,0000,0000,0000,1,유료,200.0,5.0,200.0,5.0,,80000.0,37.5297269285175,127.027851108293,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:48,압구정,3호선,300,Y,4,30,30,64,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
동서울호텔길 노상공영주차장(구),광진구 자양동 609-1,1629386,NS,노상 주차장,1,시간제 주차장,0,0900,1800,0900,1500,0000,0000,1,유료,250.0,5.0,,,,100000.0,37.5334194123652,127.076977778429,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:48,구의(광진구청),2호선,887,N,5,30,7,42,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
동서울 호텔길(B) 공영주차장(구),광진구 구의동 625-3 ,1629874,NS,노상 주차장,3,시간제 + 거주자 주차장,,0900,1800,0900,1500,0900,1500,1,유료,250.0,5.0,,,10000.0,,37.5318153610201,127.091851123297,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:49,강변(동서울터미널),2호선,442,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
국민대앞북악주차(구),성북구 정릉동 880-1 ,1671497,NS,노상 주차장,1,시간제 주차장,,0000,2400,0000,2400,0000,2400,1,유료,150.0,5.0,300.0,10.0,10000.0,100000.0,37.6083969283376,126.997963248345,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:50,북한산보국문,우이신설선,994,N,3,30,0,33,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
비석거리(구),송파구 가락동 95-6,1676963,NS,노상 주차장,1,시간제 주차장,,1000,1900,0000,0000,0000,0000,1,유료,100.0,5.0,,,,50000.0,37.4969138617068,127.116703665264,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:51,송파,8호선,505,N,2,30,30,62,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
문정골길 노상 공영주차장(구),송파구 문정동 41-14,1682217,NS,노상 주차장,1,시간제 주차장,,1000,2200,1000,2200,1000,2200,1,유료,150.0,5.0,,,,,37.4890494172431,127.124222094089,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:51,문정,8호선,386,Y,3,30,30,63,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
새마을시장(구),송파구 잠실동 284-0,1684762,NS,노상 주차장,1,시간제 주차장,,1000,2200,1000,2200,1000,2200,1,유료,250.0,5.0,,,,,37.5082896210442,127.08772527985,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:52,삼전,9호선(연장),396,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
서소문올리브타워 옆(구),중구 서소문동 135-1,1704676,NS,노상 주차장,1,시간제 주차장,02-2280-8360,0900,2000,0900,1600,0000,0000,1,유료,500.0,5.0,500.0,5.0,,250000.0,37.5616219964073,126.972791332334,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:53,시청,1호선,592,N,10,30,24,64,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
세종로 공영주차장(시),종로구 세종로 80-1,171721,NW,노외 주차장,1,시간제 주차장,02-2290-6566,0000,2400,0000,2400,0000,2400,1260,유료,430.0,5.0,430.0,5.0,,176000.0,37.57340269,126.97588429,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),191.0,2026-06-28 01:16:53,Y,유료,N,야간 미개방,0000,2400,N,무료,176000,,430.0,5.0,430.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:11:53,광화문(세종문화회관),5호선,238,Y,9,5,30,44,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
종묘주차장 공영주차장(시),종로구 훈정동 2-0,171730,NW,노외 주차장,1,시간제 주차장,02-2290-6166,0000,2400,0000,2400,0000,2400,1312,유료,400.0,5.0,400.0,5.0,,175000.0,37.57150398,126.99496888,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),521.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,175000,,400.0,5.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:11:53,종로3가,3호선,280,Y,8,5,30,43,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
묵정공원지하 공영주차장(구),중구 충무로5가 21-0,171901,NW,노외 주차장,1,시간제 주차장,02-2280-8370,0000,2400,0000,2400,0000,2400,491,유료,450.0,5.0,450.0,5.0,,350000.0,37.5637804953142,126.999800113588,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:54,을지로4가,2호선,358,Y,9,5,30,44,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
동화동 공영주차장(구),중구 신당동 52-7,171924,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8360,0000,2400,0000,2400,0000,2400,229,유료,200.0,5.0,200.0,5.0,,140000.0,37.5613600582339,127.019018588028,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:54,청구,5호선,489,Y,4,12,30,46,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
신당역 공영주차장(구),중구 신당동 140-29,171931,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8360,0000,2400,0000,2400,0000,2400,29,유료,300.0,5.0,300.0,5.0,,240000.0,37.5653262246129,127.020741869481,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:55,신당,6호선,415,Y,6,30,30,66,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
